# O photoionisation cross section
# Alan Heays 2017-12-15
# references: mendoza1996 http://stacks.iop.org/1402-4896/1996/i=T65/a=030, TOPbase, huebner2015 10.1016/j.pss.2014.11.022,
# wavelength: Wavelength (nm)
# photoabsorption: Photoabsorption cross section (cm2)
# photoionisation: Photoionisation cross section (cm2)
# 
# wavelength   photoabsorption   photoionisation
  60.9000000       1.17553e-17       1.17553e-17
  61.0000000       1.17518e-17       1.17518e-17
  61.1000000       1.17484e-17       1.17484e-17
  61.2000000       1.17450e-17       1.17450e-17
  61.3000000       1.17416e-17       1.17416e-17
  61.4000000       1.17381e-17       1.17381e-17
  61.5000000       1.17347e-17       1.17347e-17
  61.6000000       1.17313e-17       1.17313e-17
  61.7000000       1.17279e-17       1.17279e-17
  61.8000000       1.17244e-17       1.17244e-17
  61.9000000       1.17210e-17       1.17210e-17
  62.0000000       1.17176e-17       1.17176e-17
  62.1000000       1.17142e-17       1.17142e-17
  62.2000000       1.17107e-17       1.17107e-17
  62.3000000       1.17073e-17       1.17073e-17
  62.4000000       1.17039e-17       1.17039e-17
  62.5000000       1.17005e-17       1.17005e-17
