# b'N photoionisation cross section\nAlan Heays 2015-09-25\nReference: samson1990, dehmer1974\nphotoionisation: Photoionisation cross section (cm2)\nN+: N + hnu -> N+ + e- cross section (cm2)'
# 
# wavelength   photoabsorption   photoionisation
  82.2000000       1.05600e-17       1.05600e-17
  82.3000000       1.05400e-17       1.05400e-17
  82.4000000       1.05200e-17       1.05200e-17
  82.5000000       1.05000e-17       1.05000e-17
  82.6000000       1.04800e-17       1.04800e-17
  82.7000000       1.04600e-17       1.04600e-17
  82.8000000       1.04400e-17       1.04400e-17
  82.9000000       1.04200e-17       1.04200e-17
  83.0000000       1.04000e-17       1.04000e-17
  83.1000000       1.03800e-17       1.03800e-17
  83.2000000       1.03600e-17       1.03600e-17
  83.3000000       1.03400e-17       1.03400e-17
  83.4000000       1.03200e-17       1.03200e-17
  83.5000000       1.03000e-17       1.03000e-17
  83.6000000       1.02800e-17       1.02800e-17
  83.7000000       1.02600e-17       1.02600e-17
  83.8000000       1.02400e-17       1.02400e-17
  83.9000000       1.02200e-17       1.02200e-17
  84.0000000       1.01937e-17       1.01937e-17
  84.1000000       1.01300e-17       1.01300e-17
  84.2000000       1.00600e-17       1.00600e-17
  84.3000000       9.99000e-18       9.99000e-18
